NP_250241.1|PA1550	96432ae5ac6425755c608d6b69f709f6	179	Pfam	PF05751	FixH	12	155	1.0E-38	T	05-02-2023	IPR008620	Nitrogen fixation protein FixH	-
NP_250600.1|PA1910	7a0d10c5f32a36b0a41a2dd4a2e0308d	804	Pfam	PF07660	Secretin and TonB N terminus short domain	65	115	3.6E-7	T	05-02-2023	IPR011662	Secretin/TonB, short N-terminal domain	GO:0019867
NP_250600.1|PA1910	7a0d10c5f32a36b0a41a2dd4a2e0308d	804	FunFam	G3DSA:3.55.50.30:FF:000002	Probable TonB-dependent receptor	36	136	6.8E-32	T	05-02-2023	-	-
NP_250600.1|PA1910	7a0d10c5f32a36b0a41a2dd4a2e0308d	804	PANTHER	PTHR32552	FERRICHROME IRON RECEPTOR-RELATED	110	804	0.0	T	05-02-2023	IPR039426	TonB-dependent receptor-like	-
NP_250600.1|PA1910	7a0d10c5f32a36b0a41a2dd4a2e0308d	804	Pfam	PF00593	TonB dependent receptor	383	801	1.7E-41	T	05-02-2023	IPR000531	TonB-dependent receptor-like, beta-barrel	-
NP_250600.1|PA1910	7a0d10c5f32a36b0a41a2dd4a2e0308d	804	SUPERFAMILY	SSF56935	Porins	157	804	1.6E-110	T	05-02-2023	-	-
NP_252009.1|PA3319	4f635d430da80f8fea2df737fcac923a	692	FunFam	G3DSA:3.40.720.10:FF:000034	Membrane-associated phospholipase C	41	198	4.3E-73	T	05-02-2023	-	-
NP_252009.1|PA3319	4f635d430da80f8fea2df737fcac923a	692	PANTHER	PTHR31956	NON-SPECIFIC PHOSPHOLIPASE C4-RELATED	9	473	6.9E-101	T	05-02-2023	IPR007312	Phosphoesterase	GO:0016788
NP_252009.1|PA3319	4f635d430da80f8fea2df737fcac923a	692	CDD	cd16014	PLC	48	422	0.0	T	05-02-2023	-	-
NP_252009.1|PA3319	4f635d430da80f8fea2df737fcac923a	692	Pfam	PF05506	Bacterial phospholipase C, C-terminal domain	590	672	1.7E-17	T	05-02-2023	IPR008475	Bacterial phospholipase C, C-terminal domain	GO:0004629|GO:0016042
NP_252009.1|PA3319	4f635d430da80f8fea2df737fcac923a	692	Pfam	PF05506	Bacterial phospholipase C, C-terminal domain	490	577	9.5E-22	T	05-02-2023	IPR008475	Bacterial phospholipase C, C-terminal domain	GO:0004629|GO:0016042
NP_252009.1|PA3319	4f635d430da80f8fea2df737fcac923a	692	FunFam	G3DSA:3.40.720.10:FF:000036	Membrane-associated phospholipase C	220	468	1.8E-117	T	05-02-2023	-	-
NP_252009.1|PA3319	4f635d430da80f8fea2df737fcac923a	692	Pfam	PF04185	Phosphoesterase family	48	422	0.0	T	05-02-2023	IPR007312	Phosphoesterase	GO:0016788
NP_252936.1|PA4246	fc08e04c3799517c32a377844260ffc9	166	Pfam	PF00333	Ribosomal protein S5, N-terminal domain	14	75	3.4E-27	T	05-02-2023	IPR013810	Ribosomal protein S5, N-terminal	GO:0003723|GO:0003735|GO:0005840|GO:0006412
NP_252936.1|PA4246	fc08e04c3799517c32a377844260ffc9	166	FunFam	G3DSA:3.30.160.20:FF:000001	30S ribosomal protein S5	1	73	1.5E-34	T	05-02-2023	-	-
NP_252936.1|PA4246	fc08e04c3799517c32a377844260ffc9	166	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like	81	160	7.33E-26	T	05-02-2023	IPR020568	Ribosomal protein S5 domain 2-type fold	-
NP_252936.1|PA4246	fc08e04c3799517c32a377844260ffc9	166	SUPERFAMILY	SSF54768	dsRNA-binding domain-like	10	77	1.05E-22	T	05-02-2023	-	-
NP_252936.1|PA4246	fc08e04c3799517c32a377844260ffc9	166	PANTHER	PTHR48277	MITOCHONDRIAL RIBOSOMAL PROTEIN S5	5	164	1.5E-37	T	05-02-2023	IPR000851	Ribosomal protein S5	GO:0003723|GO:0003735|GO:0005840|GO:0006412
NP_252936.1|PA4246	fc08e04c3799517c32a377844260ffc9	166	FunFam	G3DSA:3.30.230.10:FF:000002	30S ribosomal protein S5	76	166	4.3E-37	T	05-02-2023	-	-
NP_252936.1|PA4246	fc08e04c3799517c32a377844260ffc9	166	Pfam	PF03719	Ribosomal protein S5, C-terminal domain	90	158	1.4E-30	T	05-02-2023	IPR005324	Ribosomal protein S5, C-terminal	GO:0003735|GO:0005840|GO:0006412
NP_254161.1|PA5474	1d7e1c07de890d0a6ceef7b24f9cad4b	457	PANTHER	PTHR11851	METALLOPROTEASE	23	219	6.2E-16	T	05-02-2023	-	-
NP_254161.1|PA5474	1d7e1c07de890d0a6ceef7b24f9cad4b	457	SUPERFAMILY	SSF63411	LuxS/MPP-like metallohydrolase	263	432	2.02E-16	T	05-02-2023	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like	GO:0046872
NP_254161.1|PA5474	1d7e1c07de890d0a6ceef7b24f9cad4b	457	Pfam	PF00675	Insulinase (Peptidase family M16)	36	149	1.4E-13	T	05-02-2023	IPR011765	Peptidase M16, N-terminal	-
NP_254161.1|PA5474	1d7e1c07de890d0a6ceef7b24f9cad4b	457	Pfam	PF05193	Peptidase M16 inactive domain	193	359	4.0E-15	T	05-02-2023	IPR007863	Peptidase M16, C-terminal	-
NP_254161.1|PA5474	1d7e1c07de890d0a6ceef7b24f9cad4b	457	SUPERFAMILY	SSF63411	LuxS/MPP-like metallohydrolase	24	229	1.51E-27	T	05-02-2023	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like	GO:0046872
NP_253244.1|PA4554	5f2d505cb849ffe5c6d18b6642943c59	1161	Pfam	PF05567	Neisseria PilC beta-propeller domain	635	1001	0.0	T	05-02-2023	IPR008707	PilC beta-propeller domain	-
NP_253244.1|PA4554	5f2d505cb849ffe5c6d18b6642943c59	1161	SUPERFAMILY	SSF50998	Quinoprotein alcohol dehydrogenase-like	671	948	4.12E-12	T	05-02-2023	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily	-
NP_249500.1|PA0809	29774ec5ef5bb6dd4f2b4710266403da	438	Pfam	PF01566	Natural resistance-associated macrophage protein	52	409	1.0E-127	T	05-02-2023	IPR001046	NRAMP family	GO:0016020|GO:0030001|GO:0046873
NP_249500.1|PA0809	29774ec5ef5bb6dd4f2b4710266403da	438	PANTHER	PTHR11706	SOLUTE CARRIER PROTEIN FAMILY 11 MEMBER	27	437	0.0	T	05-02-2023	IPR001046	NRAMP family	GO:0016020|GO:0030001|GO:0046873
NP_248893.1|PA0202	ccdbdc8f8985930a00bb8cd246aff738	485	PANTHER	PTHR11895	TRANSAMIDASE	12	482	8.1E-81	T	05-02-2023	IPR000120	Amidase	GO:0003824
NP_248893.1|PA0202	ccdbdc8f8985930a00bb8cd246aff738	485	SUPERFAMILY	SSF75304	Amidase signature (AS) enzymes	4	471	2.88E-122	T	05-02-2023	IPR036928	Amidase signature (AS) superfamily	-
NP_248893.1|PA0202	ccdbdc8f8985930a00bb8cd246aff738	485	Pfam	PF01425	Amidase	31	462	1.2E-84	T	05-02-2023	IPR023631	Amidase signature domain	-
NP_250691.1|PA2001	238c74695698a1bc94d821081ea2476d	393	Pfam	PF02803	Thiolase, C-terminal domain	271	390	4.3E-51	T	05-02-2023	IPR020617	Thiolase, C-terminal	GO:0016747
NP_250691.1|PA2001	238c74695698a1bc94d821081ea2476d	393	FunFam	G3DSA:3.40.47.10:FF:000010	Acetyl-CoA acetyltransferase (Thiolase)	1	392	0.0	T	05-02-2023	-	-
NP_250691.1|PA2001	238c74695698a1bc94d821081ea2476d	393	SUPERFAMILY	SSF53901	Thiolase-like	3	270	7.2E-93	T	05-02-2023	IPR016039	Thiolase-like	GO:0016746
NP_250691.1|PA2001	238c74695698a1bc94d821081ea2476d	393	Pfam	PF00108	Thiolase, N-terminal domain	4	262	1.4E-106	T	05-02-2023	IPR020616	Thiolase, N-terminal	GO:0016747
NP_250691.1|PA2001	238c74695698a1bc94d821081ea2476d	393	CDD	cd00751	thiolase	5	392	0.0	T	05-02-2023	IPR002155	Thiolase	GO:0016747
NP_250691.1|PA2001	238c74695698a1bc94d821081ea2476d	393	PANTHER	PTHR18919	ACETYL-COA C-ACYLTRANSFERASE	1	391	0.0	T	05-02-2023	-	-
NP_250691.1|PA2001	238c74695698a1bc94d821081ea2476d	393	SUPERFAMILY	SSF53901	Thiolase-like	272	390	1.64E-43	T	05-02-2023	IPR016039	Thiolase-like	GO:0016746
NP_248815.1|PA0125	d1715e1768a9f015d906ad5ae3e18d47	75	Pfam	PF01402	Ribbon-helix-helix protein, copG family	5	42	4.0E-12	T	05-02-2023	IPR002145	Ribbon-helix-helix protein, CopG	GO:0006355
NP_248815.1|PA0125	d1715e1768a9f015d906ad5ae3e18d47	75	CDD	cd22233	RHH_CopAso-like	3	46	7.36095E-13	T	05-02-2023	-	-
NP_248815.1|PA0125	d1715e1768a9f015d906ad5ae3e18d47	75	PANTHER	PTHR40688	-	2	73	1.1E-24	T	05-02-2023	-	-
NP_248815.1|PA0125	d1715e1768a9f015d906ad5ae3e18d47	75	SUPERFAMILY	SSF48092	Transcription factor STAT-4 N-domain	16	72	3.53E-13	T	05-02-2023	IPR036535	STAT transcription factor, N-terminal domain superfamily	-
NP_250384.1|PA1693	606446d6f0c9544df6251f26071fe830	217	Pfam	PF00813	FliP family	14	211	2.5E-68	T	05-02-2023	IPR005838	Type III secretion system inner membrane P protein	GO:0009306|GO:0016020
NP_250384.1|PA1693	606446d6f0c9544df6251f26071fe830	217	PANTHER	PTHR30587	FLAGELLAR BIOSYNTHETIC PROTEIN FLIP	3	216	6.8E-81	T	05-02-2023	IPR005838	Type III secretion system inner membrane P protein	GO:0009306|GO:0016020
NP_253533.1|PA4846	fc0d747fc3254ba82f4319ee979026f0	147	SUPERFAMILY	SSF52304	Type II 3-dehydroquinate dehydratase	3	145	2.75E-63	T	05-02-2023	IPR036441	Dehydroquinase, class II superfamily	GO:0003855
NP_253533.1|PA4846	fc0d747fc3254ba82f4319ee979026f0	147	Pfam	PF01220	Dehydroquinase class II	4	140	4.7E-60	T	05-02-2023	IPR001874	Dehydroquinase, class II	GO:0003855
NP_253533.1|PA4846	fc0d747fc3254ba82f4319ee979026f0	147	PANTHER	PTHR21272	CATABOLIC 3-DEHYDROQUINASE	2	145	6.7E-63	T	05-02-2023	IPR001874	Dehydroquinase, class II	GO:0003855
NP_253533.1|PA4846	fc0d747fc3254ba82f4319ee979026f0	147	CDD	cd00466	DHQase_II	3	142	1.69002E-85	T	05-02-2023	IPR001874	Dehydroquinase, class II	GO:0003855
NP_249908.1|PA1217	68fec5928173e5d92ecff80497c605a9	455	SUPERFAMILY	SSF51182	RmlC-like cupins	400	442	6.77E-5	T	05-02-2023	IPR011051	RmlC-like cupin domain superfamily	-
NP_249908.1|PA1217	68fec5928173e5d92ecff80497c605a9	455	Pfam	PF00682	HMGL-like	2	259	1.4E-58	T	05-02-2023	IPR000891	Pyruvate carboxyltransferase	GO:0003824
NP_249908.1|PA1217	68fec5928173e5d92ecff80497c605a9	455	PANTHER	PTHR10277	HOMOCITRATE SYNTHASE-RELATED	2	307	1.3E-76	T	05-02-2023	-	-
NP_249908.1|PA1217	68fec5928173e5d92ecff80497c605a9	455	SUPERFAMILY	SSF51569	Aldolase	2	277	1.83E-67	T	05-02-2023	-	-
NP_251369.1|PA2679	54ec439b1ffc270894b8284f21f4675b	250	Pfam	PF08241	Methyltransferase domain	42	130	1.8E-16	T	05-02-2023	IPR013216	Methyltransferase type 11	GO:0008168
NP_251369.1|PA2679	54ec439b1ffc270894b8284f21f4675b	250	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	1	196	3.47E-32	T	05-02-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-
NP_251369.1|PA2679	54ec439b1ffc270894b8284f21f4675b	250	CDD	cd02440	AdoMet_MTases	42	134	2.35501E-10	T	05-02-2023	-	-
NP_251369.1|PA2679	54ec439b1ffc270894b8284f21f4675b	250	PANTHER	PTHR44942	METHYLTRANSF_11 DOMAIN-CONTAINING PROTEIN	12	244	3.6E-59	T	05-02-2023	-	-
NP_249352.1|PA0661	991801eac1b9dac0c5a238412e696293	140	PANTHER	PTHR40255	UPF0093 MEMBRANE PROTEIN SLR1790	1	140	4.5E-60	T	05-02-2023	IPR005265	Protoporphyrinogen oxidase HemJ-like	-
NP_249352.1|PA0661	991801eac1b9dac0c5a238412e696293	140	Pfam	PF03653	Uncharacterised protein family (UPF0093)	1	140	9.5E-55	T	05-02-2023	IPR005265	Protoporphyrinogen oxidase HemJ-like	-
NP_251736.1|PA3046	e5442117c9c1700bb6b15fab40186e85	114	Pfam	PF04320	YggL 50S ribosome-binding protein	7	105	3.1E-38	T	05-02-2023	IPR007416	YggL 50S ribosome-binding protein	-
NP_251736.1|PA3046	e5442117c9c1700bb6b15fab40186e85	114	PANTHER	PTHR38778	CYTOPLASMIC PROTEIN-RELATED	1	105	1.2E-42	T	05-02-2023	IPR007416	YggL 50S ribosome-binding protein	-
NP_253910.1|PA5223	f3864f2df3dc93abf48205dfc1565bed	394	FunFam	G3DSA:3.50.50.60:FF:000123	2-octaprenyl-6-methoxyphenyl hydroxylase	3	216	1.7E-90	T	05-02-2023	-	-
NP_253910.1|PA5223	f3864f2df3dc93abf48205dfc1565bed	394	SUPERFAMILY	SSF51905	FAD/NAD(P)-binding domain	4	383	7.66E-49	T	05-02-2023	IPR036188	FAD/NAD(P)-binding domain superfamily	-
NP_253910.1|PA5223	f3864f2df3dc93abf48205dfc1565bed	394	Pfam	PF01494	FAD binding domain	4	317	1.7E-18	T	05-02-2023	IPR002938	FAD-binding domain	GO:0071949
NP_253910.1|PA5223	f3864f2df3dc93abf48205dfc1565bed	394	PANTHER	PTHR43876	UBIQUINONE BIOSYNTHESIS MONOOXYGENASE COQ6, MITOCHONDRIAL	3	388	5.7E-71	T	05-02-2023	-	-
NP_248861.1|PA0171	8e877d2b28b84aabdece93d10ce23ffb	180	Pfam	PF19788	Family of unknown function (DUF6272)	42	174	4.6E-40	T	05-02-2023	IPR046239	Protein of unknown function DUF6272	-
NP_252091.1|PA3401	ef1cce59dd5372ed5f2e2051e6ce8712	390	Pfam	PF12698	ABC-2 family transporter protein	38	376	6.5E-21	T	05-02-2023	-	-
NP_252091.1|PA3401	ef1cce59dd5372ed5f2e2051e6ce8712	390	PANTHER	PTHR30294	MEMBRANE COMPONENT OF ABC TRANSPORTER YHHJ-RELATED	15	384	6.3E-30	T	05-02-2023	-	-
NP_254049.1|PA5362	52604dca305dbac75b774167aaccccc8	446	Pfam	PF00571	CBS domain	304	353	8.3E-6	T	05-02-2023	IPR000644	CBS domain	-
NP_254049.1|PA5362	52604dca305dbac75b774167aaccccc8	446	Pfam	PF00571	CBS domain	237	288	9.8E-8	T	05-02-2023	IPR000644	CBS domain	-
NP_254049.1|PA5362	52604dca305dbac75b774167aaccccc8	446	SUPERFAMILY	SSF56176	FAD-binding/transporter-associated domain-like	367	445	7.09E-15	T	05-02-2023	IPR036318	FAD-binding, type PCMH-like superfamily	GO:0050660
NP_254049.1|PA5362	52604dca305dbac75b774167aaccccc8	446	Pfam	PF01595	Cyclin M transmembrane N-terminal domain	21	209	9.9E-54	T	05-02-2023	IPR002550	CNNM, transmembrane domain	-
NP_254049.1|PA5362	52604dca305dbac75b774167aaccccc8	446	CDD	cd04590	CBS_pair_CorC_HlyC_assoc	237	350	1.08053E-28	T	05-02-2023	IPR044751	Ion transporter-like, CBS domain	-
NP_254049.1|PA5362	52604dca305dbac75b774167aaccccc8	446	PANTHER	PTHR43099	UPF0053 PROTEIN YRKA	16	444	0.0	T	05-02-2023	-	-
NP_254049.1|PA5362	52604dca305dbac75b774167aaccccc8	446	Pfam	PF03471	Transporter associated domain	372	444	8.4E-16	T	05-02-2023	IPR005170	Transporter-associated domain	-
NP_254049.1|PA5362	52604dca305dbac75b774167aaccccc8	446	SUPERFAMILY	SSF54631	CBS-domain pair	224	363	2.4E-27	T	05-02-2023	IPR046342	CBS domain superfamily	-
NP_253429.1|PA4741	31be409f61215d3456c3847c96991c27	89	FunFam	G3DSA:1.10.287.10:FF:000002	30S ribosomal protein S15	1	53	7.8E-27	T	05-02-2023	-	-
NP_253429.1|PA4741	31be409f61215d3456c3847c96991c27	89	PANTHER	PTHR23321	RIBOSOMAL PROTEIN S15, BACTERIAL AND ORGANELLAR	6	88	1.4E-30	T	05-02-2023	IPR005290	Ribosomal protein S15, bacterial-type	GO:0003735|GO:0005840|GO:0006412
NP_253429.1|PA4741	31be409f61215d3456c3847c96991c27	89	SUPERFAMILY	SSF47060	S15/NS1 RNA-binding domain	3	89	2.68E-34	T	05-02-2023	IPR009068	S15/NS1, RNA-binding	-
NP_253429.1|PA4741	31be409f61215d3456c3847c96991c27	89	CDD	cd00353	Ribosomal_S15p_S13e	7	86	2.21037E-31	T	05-02-2023	IPR000589	Ribosomal protein S15	GO:0003735|GO:0005840|GO:0006412
NP_253429.1|PA4741	31be409f61215d3456c3847c96991c27	89	Pfam	PF00312	Ribosomal protein S15	8	88	3.9E-35	T	05-02-2023	IPR000589	Ribosomal protein S15	GO:0003735|GO:0005840|GO:0006412
NP_253594.1|PA4907	a1d68909b29bb75b6f83cb8bd7e33b31	253	PANTHER	PTHR42901	ALCOHOL DEHYDROGENASE	3	252	1.4E-68	T	05-02-2023	-	-
NP_253594.1|PA4907	a1d68909b29bb75b6f83cb8bd7e33b31	253	Pfam	PF00106	short chain dehydrogenase	5	189	3.3E-47	T	05-02-2023	IPR002347	Short-chain dehydrogenase/reductase SDR	-
NP_253594.1|PA4907	a1d68909b29bb75b6f83cb8bd7e33b31	253	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	4	231	3.14E-60	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_253594.1|PA4907	a1d68909b29bb75b6f83cb8bd7e33b31	253	CDD	cd05346	SDR_c5	3	250	0.0	T	05-02-2023	-	-
NP_253594.1|PA4907	a1d68909b29bb75b6f83cb8bd7e33b31	253	FunFam	G3DSA:3.40.50.720:FF:000047	NADP-dependent L-serine/L-allo-threonine dehydrogenase	1	242	8.4E-90	T	05-02-2023	-	-
NP_250429.1|PA1738	31d5516b619f74cc280fc671c4115e6d	304	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	9	65	9.7E-21	T	05-02-2023	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
NP_250429.1|PA1738	31d5516b619f74cc280fc671c4115e6d	304	PANTHER	PTHR30537	HTH-TYPE TRANSCRIPTIONAL REGULATOR	6	295	1.5E-77	T	05-02-2023	-	-
NP_250429.1|PA1738	31d5516b619f74cc280fc671c4115e6d	304	FunFam	G3DSA:1.10.10.10:FF:000001	LysR family transcriptional regulator	3	87	6.0E-24	T	05-02-2023	-	-
NP_250429.1|PA1738	31d5516b619f74cc280fc671c4115e6d	304	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	92	294	7.78E-36	T	05-02-2023	-	-
NP_250429.1|PA1738	31d5516b619f74cc280fc671c4115e6d	304	CDD	cd08474	PBP2_CrgA_like_5	92	293	2.05742E-105	T	05-02-2023	-	-
NP_250429.1|PA1738	31d5516b619f74cc280fc671c4115e6d	304	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	3	85	1.65E-22	T	05-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	-
NP_250429.1|PA1738	31d5516b619f74cc280fc671c4115e6d	304	Pfam	PF03466	LysR substrate binding domain	90	294	1.4E-28	T	05-02-2023	IPR005119	LysR, substrate-binding	-
NP_251703.1|PA3013	26630f2ff88bda02d6acbfc9c92e4550	391	FunFam	G3DSA:3.40.47.10:FF:000010	Acetyl-CoA acetyltransferase (Thiolase)	4	390	0.0	T	05-02-2023	-	-
NP_251703.1|PA3013	26630f2ff88bda02d6acbfc9c92e4550	391	SUPERFAMILY	SSF53901	Thiolase-like	266	390	2.88E-42	T	05-02-2023	IPR016039	Thiolase-like	GO:0016746
NP_251703.1|PA3013	26630f2ff88bda02d6acbfc9c92e4550	391	Pfam	PF00108	Thiolase, N-terminal domain	8	257	1.9E-84	T	05-02-2023	IPR020616	Thiolase, N-terminal	GO:0016747
NP_251703.1|PA3013	26630f2ff88bda02d6acbfc9c92e4550	391	Pfam	PF02803	Thiolase, C-terminal domain	266	390	1.2E-47	T	05-02-2023	IPR020617	Thiolase, C-terminal	GO:0016747
NP_251703.1|PA3013	26630f2ff88bda02d6acbfc9c92e4550	391	PANTHER	PTHR43853	3-KETOACYL-COA THIOLASE, PEROXISOMAL	3	390	1.6E-126	T	05-02-2023	-	-
NP_251703.1|PA3013	26630f2ff88bda02d6acbfc9c92e4550	391	SUPERFAMILY	SSF53901	Thiolase-like	4	262	1.28E-78	T	05-02-2023	IPR016039	Thiolase-like	GO:0016746
NP_251703.1|PA3013	26630f2ff88bda02d6acbfc9c92e4550	391	CDD	cd00751	thiolase	9	390	0.0	T	05-02-2023	IPR002155	Thiolase	GO:0016747
NP_252369.1|PA3679	16d4f56fe3efafef13c2e677a939617b	425	PANTHER	PTHR24305	CYTOCHROME P450	53	424	1.6E-44	T	05-02-2023	-	-
NP_252369.1|PA3679	16d4f56fe3efafef13c2e677a939617b	425	Pfam	PF00067	Cytochrome P450	228	398	3.2E-40	T	05-02-2023	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
NP_252369.1|PA3679	16d4f56fe3efafef13c2e677a939617b	425	SUPERFAMILY	SSF48264	Cytochrome P450	25	424	2.62E-66	T	05-02-2023	IPR036396	Cytochrome P450 superfamily	GO:0004497|GO:0005506|GO:0016705|GO:0020037
NP_250449.1|PA1758	9d19758b4d09b976c91b411e0d35833d	453	Pfam	PF00425	chorismate binding enzyme	182	435	6.3E-94	T	05-02-2023	IPR015890	Chorismate-utilising enzyme, C-terminal	-
NP_250449.1|PA1758	9d19758b4d09b976c91b411e0d35833d	453	Pfam	PF04715	Anthranilate synthase component I, N terminal region	18	138	2.3E-14	T	05-02-2023	IPR006805	Anthranilate synthase component I, N-terminal	GO:0009058
NP_250449.1|PA1758	9d19758b4d09b976c91b411e0d35833d	453	SUPERFAMILY	SSF56322	ADC synthase	5	444	0.0	T	05-02-2023	IPR005801	ADC synthase	GO:0009058
NP_250449.1|PA1758	9d19758b4d09b976c91b411e0d35833d	453	PANTHER	PTHR11236	AMINOBENZOATE/ANTHRANILATE SYNTHASE	27	444	2.1E-122	T	05-02-2023	IPR019999	Anthranilate synthase component I-like	GO:0009058
NP_251666.1|PA2976	bed8e057f1808e9388fddef083ae72b2	1057	FunFam	G3DSA:3.40.1260.20:FF:000002	Ribonuclease E	398	509	2.8E-47	T	05-02-2023	-	-
NP_251666.1|PA2976	bed8e057f1808e9388fddef083ae72b2	1057	FunFam	G3DSA:2.40.50.140:FF:000040	Ribonuclease E	31	123	2.6E-50	T	05-02-2023	-	-
NP_251666.1|PA2976	bed8e057f1808e9388fddef083ae72b2	1057	CDD	cd04453	S1_RNase_E	34	123	1.51745E-36	T	05-02-2023	-	-
NP_251666.1|PA2976	bed8e057f1808e9388fddef083ae72b2	1057	Pfam	PF10150	Ribonuclease E/G family	119	388	1.0E-95	T	05-02-2023	IPR019307	RNA-binding protein AU-1/Ribonuclease E/G	GO:0003723
NP_251666.1|PA2976	bed8e057f1808e9388fddef083ae72b2	1057	Pfam	PF00575	S1 RNA binding domain	36	116	6.3E-15	T	05-02-2023	IPR003029	S1 domain	GO:0003676
NP_251666.1|PA2976	bed8e057f1808e9388fddef083ae72b2	1057	PANTHER	PTHR30001	RIBONUCLEASE	1	517	0.0	T	05-02-2023	IPR004659	Ribonuclease E/G	GO:0003723|GO:0004540|GO:0006396
NP_251666.1|PA2976	bed8e057f1808e9388fddef083ae72b2	1057	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	40	123	6.5E-19	T	05-02-2023	IPR012340	Nucleic acid-binding, OB-fold	-
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	Pfam	PF01326	Pyruvate phosphate dikinase, AMP/ATP-binding domain	17	342	1.9E-119	T	05-02-2023	IPR002192	Pyruvate phosphate dikinase, AMP/ATP-binding	GO:0005524|GO:0016301|GO:0016310
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	PANTHER	PTHR43030	PHOSPHOENOLPYRUVATE SYNTHASE	3	788	0.0	T	05-02-2023	IPR006319	Phosphoenolpyruvate synthase	GO:0006090|GO:0008986
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	FunFam	G3DSA:3.50.30.10:FF:000002	Phosphoenolpyruvate synthase	358	476	1.6E-67	T	05-02-2023	-	-
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	SUPERFAMILY	SSF52009	Phosphohistidine domain	347	464	5.36E-34	T	05-02-2023	IPR036637	Phosphohistidine domain superfamily	GO:0016310|GO:0016772
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	FunFam	G3DSA:3.30.1490.20:FF:000010	Phosphoenolpyruvate synthase	1	192	7.4E-97	T	05-02-2023	-	-
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	SUPERFAMILY	SSF51621	Phosphoenolpyruvate/pyruvate domain	461	786	1.05E-99	T	05-02-2023	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily	GO:0003824
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	Pfam	PF02896	PEP-utilising enzyme, PEP-binding domain	481	780	1.3E-62	T	05-02-2023	IPR000121	PEP-utilising enzyme, C-terminal	GO:0016310|GO:0016772
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	Pfam	PF00391	PEP-utilising enzyme, mobile domain	383	454	3.7E-26	T	05-02-2023	IPR008279	PEP-utilising enzyme, mobile domain	GO:0016310|GO:0016772
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	SUPERFAMILY	SSF56059	Glutathione synthetase ATP-binding domain-like	1	384	9.3E-109	T	05-02-2023	-	-
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	FunFam	G3DSA:3.20.20.60:FF:000010	Phosphoenolpyruvate synthase	477	788	0.0	T	05-02-2023	-	-
NP_250461.1|PA1770	3011dbcfdfd5db8878ca10ba7b07a078	791	FunFam	G3DSA:3.30.470.20:FF:000017	Phosphoenolpyruvate synthase	193	356	7.2E-87	T	05-02-2023	-	-
NP_250617.1|PA1927	5ba3ac03ced6d2043d507fa6495d1efd	766	SUPERFAMILY	SSF51726	UROD/MetE-like	3	398	9.94E-116	T	05-02-2023	IPR038071	UROD/MetE-like superfamily	-
NP_250617.1|PA1927	5ba3ac03ced6d2043d507fa6495d1efd	766	Pfam	PF08267	Cobalamin-independent synthase, N-terminal domain	4	317	4.2E-118	T	05-02-2023	IPR013215	Cobalamin-independent methionine synthase MetE, N-terminal	GO:0003871|GO:0008270|GO:0008652
NP_250617.1|PA1927	5ba3ac03ced6d2043d507fa6495d1efd	766	SUPERFAMILY	SSF51726	UROD/MetE-like	400	761	1.83E-120	T	05-02-2023	IPR038071	UROD/MetE-like superfamily	-
NP_250617.1|PA1927	5ba3ac03ced6d2043d507fa6495d1efd	766	FunFam	G3DSA:3.20.20.210:FF:000003	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	6	394	0.0	T	05-02-2023	-	-
NP_250617.1|PA1927	5ba3ac03ced6d2043d507fa6495d1efd	766	FunFam	G3DSA:3.20.20.210:FF:000002	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	395	760	0.0	T	05-02-2023	-	-
