id_row	id	md5	protein_len	method	id_method	description	start_loc	end_loc	score	status	date	interpro_access	interpro_description	type	GO
5881	NP_390312.2	a4689a9b622a74948761d630fab6c323	131	Pfam	PF01029	NusB family	4	125	1.8e-41	T	08-02-2023	IPR006027	NusB/RsmB/TIM44	DOMAIN	GO:0006355
5882	NP_390312.2	a4689a9b622a74948761d630fab6c323	131	CDD	cd00619	Terminator_NusB	3	128	2.7723800000000003e-53	T	08-02-2023	NaN	NaN	NaN	NaN
5883	NP_390312.2	a4689a9b622a74948761d630fab6c323	131	FunFam	G3DSA:1.10.940.10:FF:000003	Transcription antitermination factor NusB	1	128	2.6e-59	T	08-02-2023	NaN	NaN	NaN	NaN
5884	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd05906	A_NRPS_TubE_like	20	561	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5885	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF16197	Ketoacyl-synthetase C-terminal extension	2139	2251	4.9e-10	T	08-02-2023	IPR032821	Polyketide synthase, C-terminal extension	DOMAIN	NaN
5886	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF16197	Ketoacyl-synthetase C-terminal extension	3727	3842	2.9e-11	T	08-02-2023	IPR032821	Polyketide synthase, C-terminal extension	DOMAIN	NaN
5887	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd20484	C_PKS-NRPS_PksJ-like	693	1122	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5888	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF56801	Acetyl-CoA synthetase-like	1121	1672	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5889	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF56801	Acetyl-CoA synthetase-like	1121	1672	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5890	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	1657	1775	5.1e-17	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5891	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	1657	1775	5.1e-17	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5892	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	1657	1775	5.1e-17	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5893	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	1657	1775	5.1e-17	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5894	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	1657	1775	5.1e-17	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5895	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF56801	Acetyl-CoA synthetase-like	17	561	1.57e-97	T	08-02-2023	NaN	NaN	NaN	NaN
5896	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF56801	Acetyl-CoA synthetase-like	17	561	1.57e-97	T	08-02-2023	NaN	NaN	NaN	NaN
5897	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	FunFam	G3DSA:3.40.50.980:FF:000001	Non-ribosomal peptide synthetase	1182	1319	5.8e-44	T	08-02-2023	NaN	NaN	NaN	NaN
5898	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd08953	KR_2_SDR_x	4030	4402	3.61223e-111	T	08-02-2023	NaN	NaN	NaN	NaN
5899	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd08953	KR_2_SDR_x	4030	4402	3.61223e-111	T	08-02-2023	NaN	NaN	NaN	NaN
5900	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd00833	PKS	3340	3777	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5901	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd00833	PKS	3340	3777	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5902	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd00833	PKS	3340	3777	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5903	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF08659	KR domain	2850	3035	5.6e-60	T	08-02-2023	IPR013968	Polyketide synthase, ketoreductase domain	DOMAIN	NaN
5904	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF08659	KR domain	4174	4369	3.1999999999999996e-41	T	08-02-2023	IPR013968	Polyketide synthase, ketoreductase domain	DOMAIN	NaN
5905	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	4170	4404	2.76e-31	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5906	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	4170	4404	2.76e-31	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5907	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	4170	4404	2.76e-31	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5908	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF53901	Thiolase-like	1759	2185	1.15e-74	T	08-02-2023	IPR016039	Thiolase-like	HOMOLOGOUS_SUPERFAMILY	GO:0016746
5909	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF53901	Thiolase-like	1759	2185	1.15e-74	T	08-02-2023	IPR016039	Thiolase-like	HOMOLOGOUS_SUPERFAMILY	GO:0016746
5910	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF53901	Thiolase-like	1759	2185	1.15e-74	T	08-02-2023	IPR016039	Thiolase-like	HOMOLOGOUS_SUPERFAMILY	GO:0016746
5911	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00550	Phosphopantetheine attachment site	3119	3184	2.4e-15	T	08-02-2023	IPR009081	Phosphopantetheine binding ACP domain	DOMAIN	NaN
5912	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00550	Phosphopantetheine attachment site	4467	4532	9e-12	T	08-02-2023	IPR009081	Phosphopantetheine binding ACP domain	DOMAIN	NaN
5913	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00550	Phosphopantetheine attachment site	1662	1725	2.3e-16	T	08-02-2023	IPR009081	Phosphopantetheine binding ACP domain	DOMAIN	NaN
5914	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00550	Phosphopantetheine attachment site	3218	3282	2.9e-14	T	08-02-2023	IPR009081	Phosphopantetheine binding ACP domain	DOMAIN	NaN
5915	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00550	Phosphopantetheine attachment site	599	663	7.5e-11	T	08-02-2023	IPR009081	Phosphopantetheine binding ACP domain	DOMAIN	NaN
5916	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	FunFam	G3DSA:3.40.50.12780:FF:000012	Non-ribosomal peptide synthetase	1154	1547	1.5e-126	T	08-02-2023	NaN	NaN	NaN	NaN
5917	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF13193	AMP-binding enzyme C-terminal domain	1562	1633	1.3e-12	T	08-02-2023	IPR025110	AMP-binding enzyme, C-terminal domain	DOMAIN	NaN
5918	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd00833	PKS	4589	4990	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5919	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd00833	PKS	4589	4990	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5920	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd00833	PKS	4589	4990	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5921	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd08953	KR_2_SDR_x	2673	3083	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5922	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd08953	KR_2_SDR_x	2673	3083	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5923	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00501	AMP-binding enzyme	50	456	8.1e-64	T	08-02-2023	IPR000873	AMP-dependent synthetase/ligase domain	DOMAIN	NaN
5924	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00501	AMP-binding enzyme	1160	1554	2e-105	T	08-02-2023	IPR000873	AMP-dependent synthetase/ligase domain	DOMAIN	NaN
5925	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00668	Condensation domain	691	1141	0.0	T	08-02-2023	IPR001242	Condensation domain	DOMAIN	GO:0003824
5926	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd12116	A_NRPS_Ta1_like	1168	1639	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5927	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	FunFam	G3DSA:2.30.38.10:FF:000001	Non-ribosomal peptide synthetase PvdI	1468	1544	3.9e-30	T	08-02-2023	NaN	NaN	NaN	NaN
5928	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF52777	CoA-dependent acyltransferases	878	1147	4e-47	T	08-02-2023	NaN	NaN	NaN	NaN
5929	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF52777	CoA-dependent acyltransferases	878	1147	4e-47	T	08-02-2023	NaN	NaN	NaN	NaN
5930	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	FunFam	G3DSA:3.40.47.10:FF:000019	Polyketide synthase type I	3335	3800	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5931	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF14765	Polyketide synthase dehydratase	2374	2658	1.5e-63	T	08-02-2023	IPR020807	Polyketide synthase, dehydratase domain	DOMAIN	NaN
5932	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00109	Beta-ketoacyl synthase, N-terminal domain	4589	4821	1.9e-65	T	08-02-2023	IPR014030	Beta-ketoacyl synthase, N-terminal	DOMAIN	NaN
5933	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00109	Beta-ketoacyl synthase, N-terminal domain	3340	3589	9.599999999999999e-92	T	08-02-2023	IPR014030	Beta-ketoacyl synthase, N-terminal	DOMAIN	NaN
5934	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF00109	Beta-ketoacyl synthase, N-terminal domain	1761	2010	1.5e-66	T	08-02-2023	IPR014030	Beta-ketoacyl synthase, N-terminal	DOMAIN	NaN
5935	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF53901	Thiolase-like	4587	4990	2.8099999999999998e-67	T	08-02-2023	IPR016039	Thiolase-like	HOMOLOGOUS_SUPERFAMILY	GO:0016746
5936	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF53901	Thiolase-like	4587	4990	2.8099999999999998e-67	T	08-02-2023	IPR016039	Thiolase-like	HOMOLOGOUS_SUPERFAMILY	GO:0016746
5937	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF53901	Thiolase-like	4587	4990	2.8099999999999998e-67	T	08-02-2023	IPR016039	Thiolase-like	HOMOLOGOUS_SUPERFAMILY	GO:0016746
5938	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	3971	4154	4.33e-09	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5939	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	3971	4154	4.33e-09	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5940	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	3971	4154	4.33e-09	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5941	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	2844	3084	5.9e-39	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5942	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	2844	3084	5.9e-39	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5943	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	2844	3084	5.9e-39	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5944	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3113	3195	6.41e-14	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5945	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3113	3195	6.41e-14	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5946	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3113	3195	6.41e-14	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5947	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3113	3195	6.41e-14	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5948	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3113	3195	6.41e-14	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5949	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd00833	PKS	1761	2183	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5950	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd00833	PKS	1761	2183	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5951	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	CDD	cd00833	PKS	1761	2183	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5952	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF02801	Beta-ketoacyl synthase, C-terminal domain	2018	2136	2.9e-40	T	08-02-2023	IPR014031	Beta-ketoacyl synthase, C-terminal	DOMAIN	NaN
5953	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF02801	Beta-ketoacyl synthase, C-terminal domain	3597	3724	1.2e-42	T	08-02-2023	IPR014031	Beta-ketoacyl synthase, C-terminal	DOMAIN	NaN
5954	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	Pfam	PF02801	Beta-ketoacyl synthase, C-terminal domain	4829	4943	3.3999999999999997e-31	T	08-02-2023	IPR014031	Beta-ketoacyl synthase, C-terminal	DOMAIN	NaN
5955	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3211	3354	2.22e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5956	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3211	3354	2.22e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5957	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3211	3354	2.22e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5958	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3211	3354	2.22e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5959	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	3211	3354	2.22e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5960	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF53901	Thiolase-like	3337	3776	9.37e-92	T	08-02-2023	IPR016039	Thiolase-like	HOMOLOGOUS_SUPERFAMILY	GO:0016746
5961	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF53901	Thiolase-like	3337	3776	9.37e-92	T	08-02-2023	IPR016039	Thiolase-like	HOMOLOGOUS_SUPERFAMILY	GO:0016746
5962	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF53901	Thiolase-like	3337	3776	9.37e-92	T	08-02-2023	IPR016039	Thiolase-like	HOMOLOGOUS_SUPERFAMILY	GO:0016746
5963	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	4462	4603	2.49e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5964	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	4462	4603	2.49e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5965	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	4462	4603	2.49e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5966	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	4462	4603	2.49e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5967	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	4462	4603	2.49e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5968	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF52777	CoA-dependent acyltransferases	696	869	1.56e-31	T	08-02-2023	NaN	NaN	NaN	NaN
5969	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF52777	CoA-dependent acyltransferases	696	869	1.56e-31	T	08-02-2023	NaN	NaN	NaN	NaN
5970	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	592	667	1.7e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5971	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	592	667	1.7e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5972	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	592	667	1.7e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5973	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	592	667	1.7e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5974	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	SUPERFAMILY	SSF47336	ACP-like	592	667	1.7e-13	T	08-02-2023	IPR036736	ACP-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5975	NP_389598.3	9c7e5a7feb4e281e08bbb939d062b9b1	5043	PANTHER	PTHR43775	FATTY ACID SYNTHASE	3334	3867	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
5976	YP_003097756.2	6082ac0830b043c2a2fffea8c03b9ba1	43	Pfam	PF14140	YpzI-like protein	1	42	8e-27	T	08-02-2023	IPR025414	YpzI-like protein	FAMILY	NaN
5977	NP_390397.1	c6808080a69d3f4c0c5deb98cfcbb298	216	PANTHER	PTHR38451	TRNA (ADENINE(22)-N(1))-METHYLTRANSFERASE	1	213	5.499999999999999e-75	T	08-02-2023	NaN	NaN	NaN	NaN
5978	NP_390397.1	c6808080a69d3f4c0c5deb98cfcbb298	216	Pfam	PF04816	tRNA (adenine(22)-N(1))-methyltransferase	1	211	7e-80	T	08-02-2023	IPR006901	tRNA methyltransferase TrmK	FAMILY	GO:0016429
5979	NP_389452.1	fb3353f625ee622fe0ab548bc3632f99	406	Pfam	PF02441	Flavoprotein	6	175	6.9e-44	T	08-02-2023	IPR003382	Flavoprotein	DOMAIN	GO:0003824
5980	NP_389452.1	fb3353f625ee622fe0ab548bc3632f99	406	SUPERFAMILY	SSF102645	CoaB-like	186	399	5.89e-74	T	08-02-2023	IPR035929	CoaB-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5981	NP_389452.1	fb3353f625ee622fe0ab548bc3632f99	406	Pfam	PF04127	DNA / pantothenate metabolism flavoprotein	187	370	5.4000000000000005e-73	T	08-02-2023	IPR007085	DNA/pantothenate metabolism flavoprotein, C-terminal	DOMAIN	NaN
5982	NP_389452.1	fb3353f625ee622fe0ab548bc3632f99	406	PANTHER	PTHR14359	HOMO-OLIGOMERIC FLAVIN CONTAINING CYS DECARBOXYLASE FAMILY	4	255	1.9e-53	T	08-02-2023	NaN	NaN	NaN	NaN
5983	NP_389452.1	fb3353f625ee622fe0ab548bc3632f99	406	SUPERFAMILY	SSF52507	Homo-oligomeric flavin-containing Cys decarboxylases, HFCD	1	179	1.09e-62	T	08-02-2023	IPR036551	Flavin prenyltransferase-like	HOMOLOGOUS_SUPERFAMILY	GO:0003824
5984	NP_389155.1	05f04c80d6b6e4c6929f3f9187dbd42e	348	Pfam	PF04865	Baseplate J-like protein	62	306	2.3e-64	T	08-02-2023	IPR006949	Baseplate protein J-like	DOMAIN	NaN
5985	NP_389155.1	05f04c80d6b6e4c6929f3f9187dbd42e	348	PANTHER	PTHR37829	PHAGE-LIKE ELEMENT PBSX PROTEIN XKDT	4	345	2.8e-60	T	08-02-2023	NaN	NaN	NaN	NaN
5986	NP_390784.1	e480203ecbac3d65d1f2dfd3333f229e	197	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	1	194	2.02e-51	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	HOMOLOGOUS_SUPERFAMILY	NaN
5987	NP_390784.1	e480203ecbac3d65d1f2dfd3333f229e	197	CDD	cd02022	DPCK	4	184	4.6749099999999995e-90	T	08-02-2023	NaN	NaN	NaN	NaN
5988	NP_390784.1	e480203ecbac3d65d1f2dfd3333f229e	197	PANTHER	PTHR10695	DEPHOSPHO-COA KINASE-RELATED	6	188	4.4e-46	T	08-02-2023	NaN	NaN	NaN	NaN
5989	NP_390784.1	e480203ecbac3d65d1f2dfd3333f229e	197	FunFam	G3DSA:3.40.50.300:FF:000485	Dephospho-CoA kinase CAB5	1	197	8.099999999999999e-82	T	08-02-2023	NaN	NaN	NaN	NaN
5990	NP_390784.1	e480203ecbac3d65d1f2dfd3333f229e	197	Pfam	PF01121	Dephospho-CoA kinase	3	183	3.4000000000000003e-65	T	08-02-2023	IPR001977	Dephospho-CoA kinase	FAMILY	GO:0004140
5990	NP_390784.1	e480203ecbac3d65d1f2dfd3333f229e	197	Pfam	PF01121	Dephospho-CoA kinase	3	183	3.4000000000000003e-65	T	08-02-2023	IPR001977	Dephospho-CoA kinase	FAMILY	GO:0005524
5990	NP_390784.1	e480203ecbac3d65d1f2dfd3333f229e	197	Pfam	PF01121	Dephospho-CoA kinase	3	183	3.4000000000000003e-65	T	08-02-2023	IPR001977	Dephospho-CoA kinase	FAMILY	GO:0015937
5991	NP_389286.2	eecc2f0cb83518f740dd4cfe4cffca81	430	CDD	cd06173	MFS_MefA_like	9	402	1.02917e-62	T	08-02-2023	NaN	NaN	NaN	NaN
5992	NP_389286.2	eecc2f0cb83518f740dd4cfe4cffca81	430	SUPERFAMILY	SSF103473	MFS general substrate transporter	5	407	1.06e-40	T	08-02-2023	IPR036259	MFS transporter superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
5993	NP_389286.2	eecc2f0cb83518f740dd4cfe4cffca81	430	Pfam	PF07690	Major Facilitator Superfamily	12	356	5.6e-27	T	08-02-2023	IPR011701	Major facilitator superfamily	FAMILY	GO:0022857
5993	NP_389286.2	eecc2f0cb83518f740dd4cfe4cffca81	430	Pfam	PF07690	Major Facilitator Superfamily	12	356	5.6e-27	T	08-02-2023	IPR011701	Major facilitator superfamily	FAMILY	GO:0055085
5994	NP_389286.2	eecc2f0cb83518f740dd4cfe4cffca81	430	PANTHER	PTHR43266	MACROLIDE-EFFLUX PROTEIN	2	409	5.499999999999999e-75	T	08-02-2023	NaN	NaN	NaN	NaN
5995	NP_390796.1	ddecdf716c6b5e14773c515cb7ee481c	585	SUPERFAMILY	SSF50800	PK beta-barrel domain-like	70	167	1.3600000000000002e-27	T	08-02-2023	IPR011037	Pyruvate kinase-like, insert domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
