id_protein	md5	seq_len	analysis	id_analysis	desc_analysis	start	stop	score	status	date	id_inter	desc_inter	id_go	type
NP_216672.1	7606856c259b791fa04eaea176094419	359	CDD	cd06852	GT_MraY	39	348	7.410389999999999e-95	T	08-02-2023	IPR003524	Phospho-N-acetylmuramoyl-pentapeptide transferase	GO:0008963	FAMILY
NP_216672.1	7606856c259b791fa04eaea176094419	359	CDD	cd06852	GT_MraY	39	348	7.410389999999999e-95	T	08-02-2023	IPR003524	Phospho-N-acetylmuramoyl-pentapeptide transferase	GO:0016020	FAMILY
NP_216672.1	7606856c259b791fa04eaea176094419	359	Pfam	PF00953	Glycosyl transferase family 4	86	276	8.2e-39	T	08-02-2023	IPR000715	Glycosyl transferase, family 4	GO:0016020	FAMILY
NP_216672.1	7606856c259b791fa04eaea176094419	359	Pfam	PF00953	Glycosyl transferase family 4	86	276	8.2e-39	T	08-02-2023	IPR000715	Glycosyl transferase, family 4	GO:0016780	FAMILY
NP_216672.1	7606856c259b791fa04eaea176094419	359	PANTHER	PTHR22926	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE	4	348	1.4000000000000001e-80	T	08-02-2023	IPR000715	Glycosyl transferase, family 4	GO:0016020	FAMILY
NP_216672.1	7606856c259b791fa04eaea176094419	359	PANTHER	PTHR22926	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE	4	348	1.4000000000000001e-80	T	08-02-2023	IPR000715	Glycosyl transferase, family 4	GO:0016780	FAMILY
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	FunFam	G3DSA:3.30.465.10:FF:000020	HlyC/CorC family transporter	330	419	8.4e-42	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	FunFam	G3DSA:3.10.580.10:FF:000002	Magnesium/cobalt efflux protein CorC	181	331	1.2e-58	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	CDD	cd04590	CBS_pair_CorC_HlyC_assoc	199	320	7.33011e-48	T	08-02-2023	IPR044751	Ion transporter-like, CBS domain	NaN	DOMAIN
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	PANTHER	PTHR22777	HEMOLYSIN-RELATED	5	421	3.8e-97	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	Pfam	PF03471	Transporter associated domain	341	402	1.9e-11	T	08-02-2023	IPR005170	Transporter-associated domain	NaN	DOMAIN
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	Pfam	PF00571	CBS domain	269	323	1.1e-05	T	08-02-2023	IPR000644	CBS domain	NaN	DOMAIN
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	Pfam	PF00571	CBS domain	202	255	5.4e-05	T	08-02-2023	IPR000644	CBS domain	NaN	DOMAIN
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	Pfam	PF01595	Cyclin M transmembrane N-terminal domain	10	185	2.3e-31	T	08-02-2023	IPR002550	CNNM, transmembrane domain	NaN	DOMAIN
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	SUPERFAMILY	SSF56176	FAD-binding/transporter-associated domain-like	340	430	2.67e-13	T	08-02-2023	IPR036318	FAD-binding, type PCMH-like superfamily	GO:0050660	HOMOLOGOUS_SUPERFAMILY
NP_216882.1	455ecea438957d91306e31cecb7af52c	435	SUPERFAMILY	SSF54631	CBS-domain pair	195	335	5.68e-34	T	08-02-2023	IPR046342	CBS domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215661.1	25703e2824ab2d1526248e4d2fa2fc76	303	Pfam	PF03176	MMPL family	44	276	6.2e-39	T	08-02-2023	IPR004869	Membrane transport protein MMPL domain	GO:0016020	DOMAIN
NP_215661.1	25703e2824ab2d1526248e4d2fa2fc76	303	PANTHER	PTHR33406	MEMBRANE PROTEIN MJ1562-RELATED	2	274	3.4000000000000003e-32	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215661.1	25703e2824ab2d1526248e4d2fa2fc76	303	SUPERFAMILY	SSF82866	Multidrug efflux transporter AcrB transmembrane domain	121	281	5.89e-19	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214667.1	628664f87efa5112c5fc9cf832462690	276	Pfam	PF13350	Tyrosine phosphatase family	5	275	4.7e-58	T	08-02-2023	IPR026893	Tyrosine/serine-protein phosphatase IphP-type	GO:0004721	FAMILY
NP_214667.1	628664f87efa5112c5fc9cf832462690	276	PANTHER	PTHR31126	TYROSINE-PROTEIN PHOSPHATASE	10	258	2.6e-13	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214667.1	628664f87efa5112c5fc9cf832462690	276	SUPERFAMILY	SSF52799	(Phosphotyrosine protein) phosphatases II	5	275	3.54e-60	T	08-02-2023	IPR029021	Protein-tyrosine phosphatase-like	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214667.1	628664f87efa5112c5fc9cf832462690	276	CDD	cd14529	TpbA-like	7	245	6.81278e-37	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217517.3	b63e40e22f1a9aab3b287974f691e30d	333	FunFam	G3DSA:3.40.50.720:FF:000023	Ketol-acid reductoisomerase (NADP(+))	1	179	2.4e-85	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217517.3	b63e40e22f1a9aab3b287974f691e30d	333	Pfam	PF07991	Acetohydroxy acid isomeroreductase, NADPH-binding domain	12	175	4e-69	T	08-02-2023	IPR013116	Ketol-acid reductoisomerase, N-terminal	NaN	DOMAIN
NP_217517.3	b63e40e22f1a9aab3b287974f691e30d	333	PANTHER	PTHR21371	KETOL-ACID REDUCTOISOMERASE, MITOCHONDRIAL	15	327	1e-94	T	08-02-2023	IPR013023	Ketol-acid reductoisomerase	GO:0009082	FAMILY
NP_217517.3	b63e40e22f1a9aab3b287974f691e30d	333	PANTHER	PTHR21371	KETOL-ACID REDUCTOISOMERASE, MITOCHONDRIAL	15	327	1e-94	T	08-02-2023	IPR013023	Ketol-acid reductoisomerase	GO:0016491	FAMILY
NP_217517.3	b63e40e22f1a9aab3b287974f691e30d	333	SUPERFAMILY	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	181	326	4.25e-64	T	08-02-2023	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217517.3	b63e40e22f1a9aab3b287974f691e30d	333	Pfam	PF01450	Acetohydroxy acid isomeroreductase, catalytic domain	181	324	2.4e-59	T	08-02-2023	IPR000506	Ketol-acid reductoisomerase, C-terminal	GO:0004455	DOMAIN
NP_217517.3	b63e40e22f1a9aab3b287974f691e30d	333	Pfam	PF01450	Acetohydroxy acid isomeroreductase, catalytic domain	181	324	2.4e-59	T	08-02-2023	IPR000506	Ketol-acid reductoisomerase, C-terminal	GO:0009082	DOMAIN
NP_217517.3	b63e40e22f1a9aab3b287974f691e30d	333	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	1	180	2.02e-68	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
YP_177706.1	ec5d32bd86ce6715d928f2a335b20c29	241	SUPERFAMILY	SSF46689	Homeodomain-like	16	86	2.14e-08	T	08-02-2023	IPR009057	Homeobox-like domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
YP_177706.1	ec5d32bd86ce6715d928f2a335b20c29	241	PANTHER	PTHR43479	ACREF/ENVCD OPERON REPRESSOR-RELATED	14	199	6.4e-18	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216830.1	1159c8cec0475b738e27702c4ae7b942	457	SUPERFAMILY	SSF111283	Putative modulator of DNA gyrase, PmbA/TldD	6	450	1.26e-60	T	08-02-2023	IPR036059	Metalloprotease TldD/PmbA superfamily	GO:0006508	HOMOLOGOUS_SUPERFAMILY
NP_216830.1	1159c8cec0475b738e27702c4ae7b942	457	SUPERFAMILY	SSF111283	Putative modulator of DNA gyrase, PmbA/TldD	6	450	1.26e-60	T	08-02-2023	IPR036059	Metalloprotease TldD/PmbA superfamily	GO:0008237	HOMOLOGOUS_SUPERFAMILY
NP_216830.1	1159c8cec0475b738e27702c4ae7b942	457	Pfam	PF19289	PmbA/TldA metallopeptidase C-terminal domain	221	451	1.8e-42	T	08-02-2023	IPR045569	Metalloprotease TldD/E, C-terminal domain	NaN	DOMAIN
NP_216830.1	1159c8cec0475b738e27702c4ae7b942	457	PANTHER	PTHR43666	TLDD PROTEIN	1	456	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216704.2	06c2fccf45df6bfce1b6b6476ba6d4ab	385	FunFam	G3DSA:3.40.50.2000:FF:000069	Alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	176	366	3.5e-92	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216704.2	06c2fccf45df6bfce1b6b6476ba6d4ab	385	FunFam	G3DSA:3.40.50.2000:FF:000115	Alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	5	175	4.5e-79	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216704.2	06c2fccf45df6bfce1b6b6476ba6d4ab	385	Pfam	PF13439	Glycosyltransferase Family 4	16	177	2.9e-13	T	08-02-2023	IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain	NaN	DOMAIN
NP_216704.2	06c2fccf45df6bfce1b6b6476ba6d4ab	385	CDD	cd03801	GT4_PimA-like	3	379	9.73892e-68	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216704.2	06c2fccf45df6bfce1b6b6476ba6d4ab	385	Pfam	PF00534	Glycosyl transferases group 1	188	360	3.6000000000000004e-44	T	08-02-2023	IPR001296	Glycosyl transferase, family 1	GO:0016757	DOMAIN
NP_216704.2	06c2fccf45df6bfce1b6b6476ba6d4ab	385	PANTHER	PTHR45947	SULFOQUINOVOSYL TRANSFERASE SQD2	2	378	2.8000000000000002e-59	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216704.2	06c2fccf45df6bfce1b6b6476ba6d4ab	385	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	1	379	3.9300000000000005e-77	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177734.1	ae6a87528d4bdb2bc180b36961b8eb90	434	PANTHER	PTHR43495	GABA PERMEASE	1	424	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177734.1	ae6a87528d4bdb2bc180b36961b8eb90	434	FunFam	G3DSA:1.20.1740.10:FF:000001	Amino acid permease	1	430	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177734.1	ae6a87528d4bdb2bc180b36961b8eb90	434	Pfam	PF00324	Amino acid permease	1	403	4.7e-105	T	08-02-2023	IPR004841	Amino acid permease/ SLC12A domain	GO:0016020	DOMAIN
YP_177734.1	ae6a87528d4bdb2bc180b36961b8eb90	434	Pfam	PF00324	Amino acid permease	1	403	4.7e-105	T	08-02-2023	IPR004841	Amino acid permease/ SLC12A domain	GO:0055085	DOMAIN
NP_215654.1	1e49c55291cb9e0d467aa921d6603e92	338	FunFam	G3DSA:3.50.50.60:FF:000313	Possible oxidoreductase	4	325	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215654.1	1e49c55291cb9e0d467aa921d6603e92	338	PANTHER	PTHR42685	GERANYLGERANYL DIPHOSPHATE REDUCTASE	5	303	6.8e-40	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215654.1	1e49c55291cb9e0d467aa921d6603e92	338	Pfam	PF01494	FAD binding domain	5	168	4.5e-10	T	08-02-2023	IPR002938	FAD-binding domain	GO:0071949	DOMAIN
NP_215654.1	1e49c55291cb9e0d467aa921d6603e92	338	SUPERFAMILY	SSF51905	FAD/NAD(P)-binding domain	5	308	1.78e-36	T	08-02-2023	IPR036188	FAD/NAD(P)-binding domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214756.1	4b641f28ed00f02aa0c4f311eca1b2ae	454	PANTHER	PTHR42760	SHORT-CHAIN DEHYDROGENASES/REDUCTASES FAMILY MEMBER	207	448	9.200000000000001e-59	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214756.1	4b641f28ed00f02aa0c4f311eca1b2ae	454	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	209	451	9.17e-61	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214756.1	4b641f28ed00f02aa0c4f311eca1b2ae	454	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	220	448	2.2e-49	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214756.1	4b641f28ed00f02aa0c4f311eca1b2ae	454	FunFam	G3DSA:3.40.50.720:FF:000614	3-oxoacyl-ACP reductase FabG	29	207	1.9e-104	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214756.1	4b641f28ed00f02aa0c4f311eca1b2ae	454	FunFam	G3DSA:3.40.50.720:FF:000338	3-oxoacyl-ACP reductase FabG	209	453	3.1e-113	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177689.1	44a337d682e2b1b07cf137d955069bac	380	SUPERFAMILY	SSF51989	Glycosyl hydrolases family 6, cellulases	85	379	9.29e-101	T	08-02-2023	IPR036434	1, 4-beta cellobiohydrolase superfamily	GO:0004553	HOMOLOGOUS_SUPERFAMILY
YP_177689.1	44a337d682e2b1b07cf137d955069bac	380	SUPERFAMILY	SSF51989	Glycosyl hydrolases family 6, cellulases	85	379	9.29e-101	T	08-02-2023	IPR036434	1, 4-beta cellobiohydrolase superfamily	GO:0030245	HOMOLOGOUS_SUPERFAMILY
YP_177689.1	44a337d682e2b1b07cf137d955069bac	380	Pfam	PF01341	Glycosyl hydrolases family 6	105	363	1.6e-70	T	08-02-2023	IPR016288	1, 4-beta cellobiohydrolase	GO:0004553	FAMILY
YP_177689.1	44a337d682e2b1b07cf137d955069bac	380	Pfam	PF01341	Glycosyl hydrolases family 6	105	363	1.6e-70	T	08-02-2023	IPR016288	1, 4-beta cellobiohydrolase	GO:0030245	FAMILY
YP_177689.1	44a337d682e2b1b07cf137d955069bac	380	FunFam	G3DSA:3.20.20.40:FF:000004	Glucanase	95	377	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177689.1	44a337d682e2b1b07cf137d955069bac	380	PANTHER	PTHR34876	NaN	67	378	3.9e-82	T	08-02-2023	IPR016288	1, 4-beta cellobiohydrolase	GO:0004553	FAMILY
YP_177689.1	44a337d682e2b1b07cf137d955069bac	380	PANTHER	PTHR34876	NaN	67	378	3.9e-82	T	08-02-2023	IPR016288	1, 4-beta cellobiohydrolase	GO:0030245	FAMILY
NP_214552.1	0cce37a4c66121ebb2d0e82af00406ec	202	Pfam	PF02622	Uncharacterized ACR, COG1678	31	185	1.5e-35	T	08-02-2023	IPR003774	Protein of unknown function UPF0301	NaN	FAMILY
NP_214552.1	0cce37a4c66121ebb2d0e82af00406ec	202	SUPERFAMILY	SSF143456	VC0467-like	16	196	4.19e-46	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214552.1	0cce37a4c66121ebb2d0e82af00406ec	202	FunFam	G3DSA:3.40.1740.10:FF:000002	UPF0301 protein A5636_14805	10	193	1.2000000000000001e-122	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214552.1	0cce37a4c66121ebb2d0e82af00406ec	202	PANTHER	PTHR30327	UNCHARACTERIZED PROTEIN YQGE	19	174	2.1e-31	T	08-02-2023	IPR003774	Protein of unknown function UPF0301	NaN	FAMILY
NP_215909.1	74e0454946165af1b8498eedc2a6f4ad	492	FunFam	G3DSA:3.50.50.60:FF:000327	PROBABLE MONOXYGENASE	1	248	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215909.1	74e0454946165af1b8498eedc2a6f4ad	492	PANTHER	PTHR43098	L-ORNITHINE N(5)-MONOOXYGENASE-RELATED	3	220	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215909.1	74e0454946165af1b8498eedc2a6f4ad	492	SUPERFAMILY	SSF51905	FAD/NAD(P)-binding domain	5	407	1.55e-52	T	08-02-2023	IPR036188	FAD/NAD(P)-binding domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215909.1	74e0454946165af1b8498eedc2a6f4ad	492	Pfam	PF13738	Pyridine nucleotide-disulphide oxidoreductase	8	205	9.3e-19	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215909.1	74e0454946165af1b8498eedc2a6f4ad	492	FunFam	G3DSA:3.50.50.60:FF:000328	Probable monoxygenase	302	483	5e-128	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217418.1	884a038188d94fdcad509d2054e95334	264	PANTHER	PTHR10954	RIBONUCLEASE H2 SUBUNIT A	35	251	6.099999999999999e-25	T	08-02-2023	IPR001352	Ribonuclease HII/HIII	GO:0003723	FAMILY
NP_217418.1	884a038188d94fdcad509d2054e95334	264	PANTHER	PTHR10954	RIBONUCLEASE H2 SUBUNIT A	35	251	6.099999999999999e-25	T	08-02-2023	IPR001352	Ribonuclease HII/HIII	GO:0004523	FAMILY
NP_217418.1	884a038188d94fdcad509d2054e95334	264	FunFam	G3DSA:3.30.420.10:FF:000113	Ribonuclease HII	18	225	1.6e-107	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217418.1	884a038188d94fdcad509d2054e95334	264	SUPERFAMILY	SSF53098	Ribonuclease H-like	24	224	1.2299999999999999e-60	T	08-02-2023	IPR012337	Ribonuclease H-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217418.1	884a038188d94fdcad509d2054e95334	264	CDD	cd07182	RNase_HII_bacteria_HII_like	36	212	1.84852e-87	T	08-02-2023	IPR022898	Ribonuclease HII	GO:0004523	FAMILY
NP_217418.1	884a038188d94fdcad509d2054e95334	264	Pfam	PF01351	Ribonuclease HII	36	215	1.2e-47	T	08-02-2023	IPR024567	Ribonuclease HII/HIII domain	GO:0004523	DOMAIN
NP_218280.1	ec9e0b91ea040a452a484877e905c3a3	159	Pfam	PF05481	Mycobacterium 19 kDa lipoprotein antigen	50	158	4.0000000000000004e-36	T	08-02-2023	IPR008691	19kDa lipoprotein antigen	GO:0016020	FAMILY
NP_215557.1	9973ac6a728219ac20ca6c2affdb1408	287	Pfam	PF01609	Transposase DDE domain	118	272	6e-21	T	08-02-2023	IPR002559	Transposase, IS4-like	GO:0003677	DOMAIN
NP_215557.1	9973ac6a728219ac20ca6c2affdb1408	287	Pfam	PF01609	Transposase DDE domain	118	272	6e-21	T	08-02-2023	IPR002559	Transposase, IS4-like	GO:0004803	DOMAIN
NP_215557.1	9973ac6a728219ac20ca6c2affdb1408	287	Pfam	PF01609	Transposase DDE domain	118	272	6e-21	T	08-02-2023	IPR002559	Transposase, IS4-like	GO:0006313	DOMAIN
NP_215557.1	9973ac6a728219ac20ca6c2affdb1408	287	PANTHER	PTHR30007	PHP DOMAIN PROTEIN	111	277	4.3e-14	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	SUPERFAMILY	SSF48264	Cytochrome P450	41	427	1.28e-83	T	08-02-2023	IPR036396	Cytochrome P450 superfamily	GO:0004497	HOMOLOGOUS_SUPERFAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	SUPERFAMILY	SSF48264	Cytochrome P450	41	427	1.28e-83	T	08-02-2023	IPR036396	Cytochrome P450 superfamily	GO:0005506	HOMOLOGOUS_SUPERFAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	SUPERFAMILY	SSF48264	Cytochrome P450	41	427	1.28e-83	T	08-02-2023	IPR036396	Cytochrome P450 superfamily	GO:0016705	HOMOLOGOUS_SUPERFAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	SUPERFAMILY	SSF48264	Cytochrome P450	41	427	1.28e-83	T	08-02-2023	IPR036396	Cytochrome P450 superfamily	GO:0020037	HOMOLOGOUS_SUPERFAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	CDD	cd11033	CYP142-like	43	427	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	Pfam	PF00067	Cytochrome P450	304	393	2.6e-12	T	08-02-2023	IPR001128	Cytochrome P450	GO:0004497	FAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	Pfam	PF00067	Cytochrome P450	304	393	2.6e-12	T	08-02-2023	IPR001128	Cytochrome P450	GO:0005506	FAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	Pfam	PF00067	Cytochrome P450	304	393	2.6e-12	T	08-02-2023	IPR001128	Cytochrome P450	GO:0016705	FAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	Pfam	PF00067	Cytochrome P450	304	393	2.6e-12	T	08-02-2023	IPR001128	Cytochrome P450	GO:0020037	FAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	Pfam	PF00067	Cytochrome P450	109	291	3e-06	T	08-02-2023	IPR001128	Cytochrome P450	GO:0004497	FAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	Pfam	PF00067	Cytochrome P450	109	291	3e-06	T	08-02-2023	IPR001128	Cytochrome P450	GO:0005506	FAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	Pfam	PF00067	Cytochrome P450	109	291	3e-06	T	08-02-2023	IPR001128	Cytochrome P450	GO:0016705	FAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	Pfam	PF00067	Cytochrome P450	109	291	3e-06	T	08-02-2023	IPR001128	Cytochrome P450	GO:0020037	FAMILY
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	FunFam	G3DSA:1.10.630.10:FF:000127	Cytochrome P450 Cyp124	1	428	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216782.1	6bec5b5d474a16e9001698c227f6c1f1	428	PANTHER	PTHR46696	P450, PUTATIVE (EUROFUNG)-RELATED	14	427	2.2000000000000002e-125	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177905.1	eac5496c257c41dd1ac44ace068d765f	260	PANTHER	PTHR43943	DEHYDROGENASE/REDUCTASE (SDR FAMILY) MEMBER 4	4	244	5.1e-76	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177905.1	eac5496c257c41dd1ac44ace068d765f	260	FunFam	G3DSA:3.40.50.720:FF:000564	Short-chain type dehydrogenase/reductase	2	251	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177905.1	eac5496c257c41dd1ac44ace068d765f	260	CDD	cd05233	SDR_c	11	241	9.77677e-62	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177905.1	eac5496c257c41dd1ac44ace068d765f	260	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	15	244	8.9e-61	T	08-02-2023	NaN	NaN	NaN	NaN
YP_177905.1	eac5496c257c41dd1ac44ace068d765f	260	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	8	246	8.050000000000001e-79	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216914.1	20bc89489d9645084afbd9bc1c6036f8	272	PANTHER	PTHR30406	SULFATE TRANSPORT SYSTEM PERMEASE PROTEIN	8	269	4.2e-91	T	08-02-2023	IPR005667	Sulphate ABC transporter permease protein 2	GO:0008272	FAMILY
NP_216914.1	20bc89489d9645084afbd9bc1c6036f8	272	PANTHER	PTHR30406	SULFATE TRANSPORT SYSTEM PERMEASE PROTEIN	8	269	4.2e-91	T	08-02-2023	IPR005667	Sulphate ABC transporter permease protein 2	GO:0015419	FAMILY
NP_216914.1	20bc89489d9645084afbd9bc1c6036f8	272	PANTHER	PTHR30406	SULFATE TRANSPORT SYSTEM PERMEASE PROTEIN	8	269	4.2e-91	T	08-02-2023	IPR005667	Sulphate ABC transporter permease protein 2	GO:0016020	FAMILY
NP_216914.1	20bc89489d9645084afbd9bc1c6036f8	272	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	73	265	2.3e-15	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020	DOMAIN
NP_216914.1	20bc89489d9645084afbd9bc1c6036f8	272	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	73	265	2.3e-15	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0055085	DOMAIN
NP_216914.1	20bc89489d9645084afbd9bc1c6036f8	272	FunFam	G3DSA:1.10.3720.10:FF:000190	Sulfate ABC transporter permease protein CysW	10	267	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216914.1	20bc89489d9645084afbd9bc1c6036f8	272	CDD	cd06261	TM_PBP2	58	252	1.41589e-17	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020	DOMAIN
NP_216914.1	20bc89489d9645084afbd9bc1c6036f8	272	CDD	cd06261	TM_PBP2	58	252	1.41589e-17	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0055085	DOMAIN
NP_216914.1	20bc89489d9645084afbd9bc1c6036f8	272	SUPERFAMILY	SSF161098	MetI-like	8	259	1.09e-47	T	08-02-2023	IPR035906	MetI-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217437.1	76d13f93cf5fa8e144036c23c6662bf9	422	FunFam	G3DSA:3.40.50.300:FF:000053	Signal recognition particle receptor FtsY	217	422	2e-90	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217437.1	76d13f93cf5fa8e144036c23c6662bf9	422	FunFam	G3DSA:1.20.120.140:FF:000002	Signal recognition particle receptor FtsY	116	210	1.6000000000000002e-22	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217437.1	76d13f93cf5fa8e144036c23c6662bf9	422	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	218	421	3.9399999999999995e-48	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217437.1	76d13f93cf5fa8e144036c23c6662bf9	422	CDD	cd17874	FtsY	225	420	1.89686e-96	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217437.1	76d13f93cf5fa8e144036c23c6662bf9	422	PANTHER	PTHR43134	SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT ALPHA	122	421	1.9e-83	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217437.1	76d13f93cf5fa8e144036c23c6662bf9	422	Pfam	PF00448	SRP54-type protein, GTPase domain	223	422	8e-73	T	08-02-2023	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	GO:0005525	DOMAIN
NP_217437.1	76d13f93cf5fa8e144036c23c6662bf9	422	Pfam	PF00448	SRP54-type protein, GTPase domain	223	422	8e-73	T	08-02-2023	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	GO:0006614	DOMAIN
NP_217437.1	76d13f93cf5fa8e144036c23c6662bf9	422	Pfam	PF02881	SRP54-type protein, helical bundle domain	137	202	3e-06	T	08-02-2023	IPR013822	Signal recognition particle SRP54, helical bundle	GO:0005525	DOMAIN
NP_217437.1	76d13f93cf5fa8e144036c23c6662bf9	422	Pfam	PF02881	SRP54-type protein, helical bundle domain	137	202	3e-06	T	08-02-2023	IPR013822	Signal recognition particle SRP54, helical bundle	GO:0006614	DOMAIN
